rating,year,img,name,link,location,type,lat,lng
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3fd58d735278423daece4ad03c9bf92c?width=500&amp;sharp=1,The Neptune,https://guide.michelin.com//en/norfolk/hunstanton/restaurant/the-neptune,Hunstanton,Modern Cuisine,52.9511554,0.5092639
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/f3b46c5d5f1f4394bd577c8a82c4ad3b?width=500&amp;sharp=1,Sosban & The Old Butchers,https://guide.michelin.com//en/isle-of-anglesey/menai-bridge/restaurant/sosban-the-old-butchers,Menai Bridge,Modern Cuisine,53.2260376,-4.1629618
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7d69712b1b404234b8125e108b0b56c3?width=500&amp;sharp=1,The Cellar,https://guide.michelin.com//en/fife/anstruther/restaurant/the-cellar,Anstruther,"Modern Cuisine, Modern Cuisine",56.2220468,-2.695993
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/21f1eba67cb1489ca2feae88e9306506?width=500&amp;sharp=1,Lympstone Manor,https://guide.michelin.com//en/devon/lympstone/restaurant/lympstone-manor,Lympstone,Modern Cuisine,50.6402845,-3.4181281
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d69bc05400ce49f3833d8e34e9910476?width=500&amp;sharp=1,The Whitebrook,https://guide.michelin.com//en/monmouthshire/whitebrook/restaurant/the-whitebrook,Whitebrook,Creative British,51.759697,-2.686909
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/792715de9a3d4f9a84551c0212a1f90f?width=500&amp;sharp=1,Restaurant Tristan,https://guide.michelin.com//en/west-sussex/horsham/restaurant/restaurant-tristan,Horsham,Modern British,51.0617389,-0.3268238
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/857daa7f4070471792f729f60577b796?width=500&amp;sharp=1,Interlude,https://guide.michelin.com//en/west-sussex/lower-beeding/restaurant/interlude,Lower Beeding,Creative,51.0201898,-0.2606582
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/91c3fedcf72c46ecb9ae9552e3a15859?width=500&amp;sharp=1,Tony Parkin at The Tudor Room,https://guide.michelin.com//en/surrey/egham/restaurant/tudor-room,Egham,Modern Cuisine,51.4171003,-0.5441757
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a6131ea24e6240dcb371e17d7bd6df4a?width=500&amp;sharp=1,Bridge Arms,https://guide.michelin.com//en/kent/bridge/restaurant/bridge-arms,Bridge,Modern British,51.2462247,1.1253358
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7a2ff9b3d74b49d6a7dedeba81a73978?width=500&amp;sharp=1,Clock House,https://guide.michelin.com//en/surrey/ripley/restaurant/clock-house,Ripley,Modern Cuisine,51.3003436,-0.4926149
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d7e38f545417494991227d4be7da962e?width=500&amp;sharp=1,Sorrel,https://guide.michelin.com//en/surrey/dorking/restaurant/sorrel545459,Dorking,Modern British,51.2287765,-0.3344555
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/fc60bd22a1bb4944bd730d5d349a7e23?width=500&amp;sharp=1,Meadowsweet,https://guide.michelin.com//en/norfolk/holt/restaurant/meadowsweet-1196227,Holt,Modern British,52.9046228,1.0872934
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/01a3f84bb4644e6aadaf09aec4a1b16f?width=500&amp;sharp=1,Hjem,https://guide.michelin.com//en/northumberland/wall/restaurant/hjem,Wall,Scandinavian,55.0142385,-2.1329127
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b3428f6fc9844964bb61c6a94432d1c6?width=500&amp;sharp=1,Morston Hall,https://guide.michelin.com//en/norfolk/morston/restaurant/morston-hall,Morston,Modern British,52.9546971,0.9880742
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/209dd7c1155d416192415b1dc869f497?width=500&amp;sharp=1,The Sportsman,https://guide.michelin.com//en/kent/seasalter/restaurant/the-sportsman,Seasalter,Modern British,51.344186,0.9585055
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/2961db91b92048908d50f5fb227eba6d?width=500&amp;sharp=1,Bybrook,https://guide.michelin.com//en/wiltshire/castle-combe/restaurant/bybrook,Castle Combe,Modern British,51.4938103,-2.2319991
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/05757b20fa3e4dff82166529b9c1c189?width=500&amp;sharp=1,White Swan,https://guide.michelin.com//en/lancashire/fence/restaurant/white-swan,Fence,Modern British,53.8392556,-2.2508633
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3b87dedd796449eb8a91f573fb52c964?width=500&amp;sharp=1,Nut Tree Inn,https://guide.michelin.com//en/oxfordshire/murcott/restaurant/nut-tree,Murcott,Modern British,51.8361729,-1.1499072
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/973d5b92006d4b6cb79d05bacd534490?width=500&amp;sharp=1,The Royal Oak,https://guide.michelin.com//en/warwickshire/whatcote/restaurant/the-royal-oak,Whatcote,Modern British,52.0992219,-1.5630817
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7f83e91b270a4838a89edbe61373dd1e?width=500&amp;sharp=1,Pipe and Glass,https://guide.michelin.com//en/east-riding-of-yorkshire/south-dalton/restaurant/pipe-and-glass,South Dalton,Modern British,53.8954036,-0.5345384
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/50863363361a475789f3a7a19cbf139e?width=500&amp;sharp=1,John's House,https://guide.michelin.com//en/leicestershire/mountsorrel/restaurant/john-s-house,Mountsorrel,Modern Cuisine,52.7328574,-1.1459883
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/78b19f0b9d2f4f048d62fea2cdd289c8?width=500&amp;sharp=1,Fraiche,https://guide.michelin.com//en/merseyside/birkenhead/restaurant/fraiche,Birkenhead,Creative,53.3819375,-3.043038
2,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/148e26a2f4fa497487851a8a68670ccc?width=500&amp;sharp=1,Ynyshir,https://guide.michelin.com//en/ceredigion/machynlleth/restaurant/ynyshir,Machynlleth,Creative,52.5445284,-3.9439501
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e5cc977485fc42d0b72179dc249092c2?width=500&amp;sharp=1,Hambleton Hall,https://guide.michelin.com//en/rutland/hambleton/restaurant/hambleton-hall,Hambleton,Classic Cuisine,52.6574319,-0.6680979
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8e57ea3744704202be7e20cadd24c21c?width=500&amp;sharp=1,Thomas Carr 1873,https://guide.michelin.com//en/devon/ilfracombe/restaurant/thomas-carr-1873,Ilfracombe,Seafood,51.2096022,-4.1182219
3,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/560c3d4fc53642a3b73a6169cadcf10a?width=500&amp;sharp=1,L'Enclume,https://guide.michelin.com//en/cumbria/cartmel/restaurant/l-enclume,Cartmel,Creative,54.2017254,-2.9538566
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/419361a4accc48b19a20b44d2e04af38?width=500&amp;sharp=1,Allium at Askham Hall,https://guide.michelin.com//en/cumbria/askham/restaurant/allium-at-askham-hall,Askham,Modern British,54.6084828,-2.75094
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b7424c50a0304cf6a3ffcd756cf1485d?width=500&amp;sharp=1,The Dining Room,https://guide.michelin.com//en/wiltshire/malmesbury/restaurant/the-dining-room193454,Malmesbury,Creative,51.5840216,-2.1490761
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/71f97b96f57f4804ae66a27da6bedff8?width=500&amp;sharp=1,Dog and Gun Inn,https://guide.michelin.com//en/cumbria/skelton/restaurant/dog-and-gun-inn,Skelton,British Contemporary,54.7107234,-2.8753453
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7b3d2518b6c44342b54133c75797d4a6?width=500&amp;sharp=1,Rogan & Co,https://guide.michelin.com//en/cumbria/cartmel/restaurant/rogan-co,Cartmel,Creative British,54.2008814,-2.9536409
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/bc2f9934bb634d86953b43e70d405e2d?width=500&amp;sharp=1,Restaurant Hywel Jones by Lucknam Park,https://guide.michelin.com//en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park,Colerne,Modern British,51.4562596,-2.2587232
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/b1c72d7623d04cc8bff1105bb9ae0203?width=500&amp;sharp=1,The Peat Inn,https://guide.michelin.com//en/fife/peat-inn/restaurant/the-peat-inn,Peat Inn,Classic Cuisine,56.2783766,-2.8845087
2,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4bfc0fa36313484e9340426e877f8a64?width=500&amp;sharp=1,Raby Hunt,https://guide.michelin.com//en/darlington-region/summerhouse/restaurant/raby-hunt,Summerhouse,Modern British,54.5665058,-1.6893656
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/c4ee87d524ba4d5189844166ea65ae10?width=500&amp;sharp=1,SY23,https://guide.michelin.com//en/ceredigion/aberystwyth/restaurant/sy23,Aberystwyth,Modern Cuisine,52.4142642,-4.0861988
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1a19e3f591404c4e929d46e958f25205?width=500&amp;sharp=1,The Angel,https://guide.michelin.com//en/north-yorkshire/hetton/restaurant/the-angel189123,Hetton,Modern Cuisine,54.0258838,-2.0596882
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d361bb479fdc4666b2127f1198f8a0ec?width=500&amp;sharp=1,Black Swan,https://guide.michelin.com//en/north-yorkshire/oldstead/restaurant/black-swan,Oldstead,Creative British,54.2121059,-1.1880478
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a87309445ada4fe0a3c0d14ca93b2275?width=500&amp;sharp=1,Pensons,https://guide.michelin.com//en/worcestershire/tenbury-wells/restaurant/pensons,Tenbury Wells,Modern Cuisine,52.2576124,-2.5323665
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8ef1c3aa6faf4eb2a5a7057a609dd9cd?width=500&amp;sharp=1,Fordwich Arms,https://guide.michelin.com//en/kent/fordwich/restaurant/fordwich-arms,Fordwich,Modern Cuisine,51.2957384,1.1264202
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/6b3e621e25684d639bdee9093c78c82d?width=500&amp;sharp=1,Pea Porridge,https://guide.michelin.com//en/suffolk/bury-st-edmunds/restaurant/pea-porridge,Bury St Edmunds,Mediterranean Cuisine,52.249572,0.7144697
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3e8fe9b8a5254356af6f5804e70fc1a6?width=500&amp;sharp=1,Salt,https://guide.michelin.com//en/warwickshire/stratford-upon-avon/restaurant/salt522869,Stratford-on-Avon,Modern British,52.1896669,-1.7092988
2,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4c6d8127b34544baa0e258fe158abbc5?width=500&amp;sharp=1,Andrew Fairlie at Gleneagles,https://guide.michelin.com//en/perth-and-kinross/auchterarder/restaurant/andrew-fairlie-at-gleneagles,Auchterarder,Modern French,56.2832316,-3.7517344
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/bb49b2df868545c1bdfd7386d4858520?width=500&amp;sharp=1,Latymer,https://guide.michelin.com//en/surrey/bagshot/restaurant/latymer,Bagshot,Modern Cuisine,51.3566975,-0.7088648
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/df6bd9f623aa4a618272724c31878825?width=500&amp;sharp=1,hide and fox,https://guide.michelin.com//en/kent/saltwood/restaurant/hide-and-fox,Saltwood,Modern British,51.0805389,1.0762788
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/66f423e6ef84480aa4549162bdeba488?width=500&amp;sharp=1,Winteringham Fields,https://guide.michelin.com//en/north-lincolnshire/winteringham/restaurant/winteringham-fields,Winteringham,Modern Cuisine,53.6877042,-0.5904314
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/6228b2561fae40748e391032872dbca5?width=500&amp;sharp=1,Shaun Rankin at Grantley Hall,https://guide.michelin.com//en/north-yorkshire/ripon/restaurant/shaun-rankin-at-grantley-hall,Ripon,"Modern British, Modern British",54.11882,-1.63174
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/18cc8010d9864945a3571e04550b9fb3?width=500&amp;sharp=1,Northcote,https://guide.michelin.com//en/lancashire/langho/restaurant/northcote,Langho,Modern British,53.8091411,-2.4474228
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/77481bec40514c3caf3ceec0e645e1f5?width=500&amp;sharp=1,Cottage in the Wood,https://guide.michelin.com//en/cumbria/braithwaite/restaurant/cottage-in-the-wood,Braithwaite,Modern British,54.6089402,-3.2218372
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/9b1c64c40a134cffb21a15ea110749b9?width=500&amp;sharp=1,Elephant,https://guide.michelin.com//en/torbay/torquay/restaurant/elephant,Torquay,Modern British,50.4588679,-3.5248752
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/9035cca09e7241dc80614d8f9e92ac1b?width=500&amp;sharp=1,Pine,https://guide.michelin.com//en/northumberland/east-wallhouses/restaurant/pine,East Wallhouses,Modern Cuisine,55.0095322,-1.9266976
2,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/15f1044ae4454c7aa680d399d610dc83?width=500&amp;sharp=1,"Le Manoir aux Quat' Saisons, a Belmond Hotel",https://guide.michelin.com//en/oxfordshire/great-milton/restaurant/belmond-le-manoir-aux-quat-saisons,Great Milton,French,51.7169058,-1.0915663
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/0687d52d0c044ddd820c31737760d6a0?width=500&amp;sharp=1,HRiSHi,https://guide.michelin.com//en/cumbria/bowness-on-windermere/restaurant/hrishi,Bowness-on-Windermere,Modern Cuisine,54.3552138,-2.8815961
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/95f9ca882d1e496292c2d79e0699bc36?width=500&amp;sharp=1,Bohemia,https://guide.michelin.com//en/saint-helier/st-helier/restaurant/bohemia,St Helier,Modern Cuisine,49.1814937,-2.1021873
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/0381398aad1641c7bfa7a87f87fefe53?width=500&amp;sharp=1,Outlaw's Fish Kitchen,https://guide.michelin.com//en/cornwall/port-isaac/restaurant/outlaw-s-fish-kitchen,Port Isaac,Seafood,50.5920513,-4.8319372
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/abee2092610b4e1a8c788e47903929c7?width=500&amp;sharp=1,Outlaw's New Road,https://guide.michelin.com//en/cornwall/port-isaac/restaurant/restaurant-nathan-outlaw,Port Isaac,Seafood,50.5941265,-4.8286277
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a624ff62626d4b9aaa2e8e59b5f47aa3?width=500&amp;sharp=1,Star Inn at Harome,https://guide.michelin.com//en/north-yorkshire/harome/restaurant/star-inn-at-harome,Harome,"Modern British, Modern British",54.2311606,-1.010154
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/bb4a0e6b0b6f4a6280ea6a5b4e5c8f1d?width=500&amp;sharp=1,Stark,https://guide.michelin.com//en/kent/broadstairs/restaurant/stark,Broadstairs,Modern British,51.3566802,1.4408143
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/9757d08e79464cc794c05e4c9d2f9fe1?width=500&amp;sharp=1,Masons Arms,https://guide.michelin.com//en/devon/knowstone/restaurant/masons-arms,Knowstone,Classic French,50.995504,-3.6711138
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/beebf3573144490796b9e8b14fd7adea?width=500&amp;sharp=1,Forest Side,https://guide.michelin.com//en/cumbria/grasmere/restaurant/forest-side,Grasmere,"Modern British, Modern British",54.4639611,-3.0158049
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8a84d4b595644ac28121d9abcf286b60?width=500&amp;sharp=1,Walnut Tree,https://guide.michelin.com//en/monmouthshire/llanddewi-skirrid/restaurant/walnut-tree,Llanddewi Skirrid,Modern British,51.8435039,-2.9632276
2,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/9ad4080c6d144bb09455ba8ec346874b?width=500&amp;sharp=1,Restaurant Sat Bains,https://guide.michelin.com//en/nottingham-region/nottingham/restaurant/restaurant-sat-bains,Nottingham,Creative,52.9251069,-1.1676041
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/66dfce8b342b474381abd4764be71303?width=500&amp;sharp=1,Loch Bay,https://guide.michelin.com//en/highland/isle-of-skye/restaurant/loch-bay,Isle of Skye,Modern Cuisine,57.51477,-6.5709091
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ffb696b2124c474f8be286437bd69712?width=500&amp;sharp=1,Home,https://guide.michelin.com//en/the-vale-of-glamorgan/penarth/restaurant/home-1196052,Penarth,Modern Cuisine,51.4361609,-3.1752013
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/934dde9bc22d4a72b89cddae2aa8631d?width=500&amp;sharp=1,alchemilla,https://guide.michelin.com//en/nottingham-region/nottingham/restaurant/alchemilla530690,Nottingham,Modern British,52.9550168,-1.1655005
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/40fb5d83bc764332bb768b81f8e37e14?width=500&amp;sharp=1,The Woodspeen,https://guide.michelin.com//en/west-berkshire/newbury/restaurant/woodspeen,Newbury,Modern Cuisine,51.4159172,-1.3536853
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/77dbf75d60d1408ba3ff354d7b2c71a8?width=500&amp;sharp=1,Peel's,https://guide.michelin.com//en/west-midlands/hampton-in-arden/restaurant/peel-s,Hampton in Arden,Creative British,52.4259196,-1.7052592
2,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8678d270849a43539c0d74a3d2fd00e0?width=500&amp;sharp=1,Moor Hall,https://guide.michelin.com//en/lancashire/aughton/restaurant/moor-hall,Aughton,Creative British,53.5423365,-2.8919183
2,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8812b55cca8b442ab25797016141019d?width=500&amp;sharp=1,Midsummer House,https://guide.michelin.com//en/cambridgeshire/cambridge/restaurant/midsummer-house,Cambridge,Creative,52.2120545,0.1284006
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1d855c16f9d84cd09caa34ab0c9a8fbd?width=500&amp;sharp=1,Artichoke,https://guide.michelin.com//en/buckinghamshire/amersham/restaurant/artichoke,Amersham,Modern British,51.666449,-0.6162893
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/089c91605f9e45459dfcafcb2cda97c0?width=500&amp;sharp=1,Upstairs by Tom Shepherd,https://guide.michelin.com//en/staffordshire/lichfield/restaurant/upstairs-by-tom-shepherd,Lichfield,Modern Cuisine,52.6829118,-1.8277572
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/dc2335ee283446e9977151841b12349e?width=500&amp;sharp=1,The Barn,https://guide.michelin.com//en/lancashire/aughton/restaurant/the-barn,Aughton,Modern British,53.5402555,-2.8902774
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/f0c595ef799c4f769500dfdd66a95c6c?width=500&amp;sharp=1,Martin Wishart,https://guide.michelin.com//en/city-of-edinburgh/leith/restaurant/martin-wishart,Leith,Modern Cuisine,55.9755098,-3.1703986
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d4c909729160453ea56daa16c5b8619f?width=500&amp;sharp=1,Gravetye Manor,https://guide.michelin.com//en/west-sussex/east-grinstead/restaurant/gravetye-manor,East Grinstead,Modern British,51.08932,-0.05691
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/aebc334362d24b7d8affe6b5292e4a41?width=500&amp;sharp=1,Beach House,https://guide.michelin.com//en/swansea/oxwich/restaurant/beach-house,Oxwich,Modern Cuisine,51.5574223,-4.1611699
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/32808febf21c491ba58d14e5eb5fd02e?width=500&amp;sharp=1,Coworth Park,https://guide.michelin.com//en/windsor-and-maidenhead/ascot/restaurant/coworth-park,Ascot,Modern Cuisine,51.4046576,-0.6164597
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a1edeafecbf8418ea24df58b3a9a394a?width=500&amp;sharp=1,mana,https://guide.michelin.com//en/greater-manchester/manchester/restaurant/mana,Manchester,"Creative British, Creative British",53.4848226,-2.2278659
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e193dfa7923d4121bcd2f035251a00c7?width=500&amp;sharp=1,Paul Ainsworth at No.6,https://guide.michelin.com//en/cornwall/padstow/restaurant/paul-ainsworth-at-no-6,Padstow,Modern Cuisine,50.5415048,-4.9398914
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/852b68b446854f99a75e6da0e163e922?width=500&amp;sharp=1,Olive Tree,https://guide.michelin.com//en/bath-and-north-east-somerset/bath/restaurant/olive-tree,Bath,Modern Cuisine,51.3872068,-2.3630903
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a3e644afd1cb428a8fd48973b078bfec?width=500&amp;sharp=1,Opheem,https://guide.michelin.com//en/west-midlands/birmingham/restaurant/opheem,Birmingham,Indian,52.481614,-1.9079211
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ee27cc98ac294cf489d50a5c290ca8ae?width=500&amp;sharp=1,Kitchin,https://guide.michelin.com//en/city-of-edinburgh/leith/restaurant/kitchin,Leith,Modern Cuisine,55.9770648,-3.1725849
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3dfc44041fd04d3dbf04a47ecc9529c6?width=500&amp;sharp=1,Purnell's,https://guide.michelin.com//en/west-midlands/birmingham/restaurant/purnell-s,Birmingham,Modern Cuisine,52.4826066,-1.9017025
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/677c5f25a4594f6e8d76d0aa61028702?width=500&amp;sharp=1,Carters of Moseley,https://guide.michelin.com//en/west-midlands/birmingham/restaurant/carters-of-moseley,Birmingham,"Modern British, Modern British",52.4457717,-1.8838806
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e680b84df0db4f679d0442712a8ce72e?width=500&amp;sharp=1,Adam's,https://guide.michelin.com//en/west-midlands/birmingham/restaurant/adam-s,Birmingham,Modern Cuisine,52.4799361,-1.9013634
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7cb903a66f79410da93f4f8fc051fb8d?width=500&amp;sharp=1,Roots,https://guide.michelin.com//en/york-region/york/restaurant/roots1090849,York,Modern Cuisine,53.9618067,-1.0904831
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/849318f784ad4b8fb8713bf5f825c06e?width=500&amp;sharp=1,Simpsons,https://guide.michelin.com//en/west-midlands/birmingham/restaurant/simpsons,Birmingham,Modern Cuisine,52.4683078,-1.9225752
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8c6540c62f724831af56ad0cb481d9f6?width=500&amp;sharp=1,House of Tides,https://guide.michelin.com//en/tyne-and-wear/newcastle-upon-tyne/restaurant/house-of-tides,Newcastle Upon Tyne,Modern Cuisine,54.9679675,-1.6101143
1,MICHELIN Guide United Kingdom,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/5bcf0d13a5264bc9804488c97149391c?width=500&amp;sharp=1,The Muddlers Club,https://guide.michelin.com//en/belfast-region/belfast/restaurant/muddlers-club,Belfast,Modern Cuisine,54.6014775,-5.9274028
